reporting_level,welfare,weight,quantile_point
national,19.729907127685355,366.1322509765625,651
national,19.7374508865299,366.1322509765625,652
national,19.74499464537444,366.1322509765625,653
national,19.75253840421898,366.1322509765625,654
national,19.760082163063526,366.1322509765625,655
national,19.767625921908067,366.1322509765625,656
national,19.77516968075261,366.1322509765625,657
national,19.782713439597153,366.1322509765625,658
national,19.790257198441694,366.1322509765625,659
national,19.79780095728624,366.1322509765625,660
national,19.80179497638492,366.1322509765625,661
national,19.80223925573774,366.1322509765625,662
national,19.802683535090555,366.1322509765625,663
national,19.803127814443375,366.1322509765625,664
national,19.803572093796195,366.1322509765625,665
national,19.804016373149015,366.1322509765625,666
national,19.80446065250183,366.1322509765625,667
national,19.80490493185465,366.1322509765625,668
national,19.80534921120747,366.1322509765625,669
national,19.80579349056029,366.1322509765625,670
national,19.806237769913107,366.1322509765625,671
national,19.806682049265927,366.1322509765625,672
national,19.807126328618747,366.1322509765625,673
national,19.807570607971567,366.1322509765625,674
national,19.808014887324383,366.1322509765625,675
national,19.808459166677203,366.1322509765625,676
national,19.808903446030023,366.1322509765625,677
national,19.809347725382842,366.1322509765625,678
national,19.80979200473566,366.1322509765625,679
national,19.81023628408848,366.1322509765625,680
national,19.817213790790028,366.1322509765625,681
national,19.830724524840303,366.1322509765625,682
national,19.84423525889058,366.1322509765625,683
national,19.85774599294086,366.1322509765625,684
national,19.871256726991135,366.1322509765625,685
national,19.88476746104141,366.1322509765625,686
national,19.898278195091688,366.1322509765625,687
national,19.911788929141967,366.1322509765625,688
national,19.92529966319224,366.1322509765625,689
national,19.93881039724252,366.1322509765625,690
national,19.952321131292795,366.1322509765625,691
national,19.965831865343073,366.1322509765625,692
national,19.979342599393348,366.1322509765625,693
national,19.992853333443627,366.1322509765625,694
national,20.006364067493905,366.1322509765625,695
national,20.01987480154418,366.1322509765625,696
national,20.033385535594455,366.1322509765625,697
national,20.046896269644733,366.1322509765625,698
national,20.060407003695012,366.1322509765625,699
national,20.073917737745287,366.1322509765625,700
